pol,utdate,obsnum,subsysnr,object,molecule,transition,obs_sb,peak,tsys,bwmode
both,20200809,31,2,16293-2422,CO,2-1,LSB,17.2286,267.7656,1000MHzx2048
both,20200809,32,1,16293-2422,CO,2-1,LSB,19.3764,198.1942,250MHzx8192
both,20200809,32,2,16293-2422,CO,2-1,LSB,17.7825,202.2793,1000MHzx2048
both,20200809,33,1,16293-2422,CO,2-1,LSB,18.2526,184.7941,250MHzx8192
both,20200809,33,2,16293-2422,CO,2-1,LSB,16.7185,186.7926,1000MHzx2048
both,20200809,34,1,16293-2422,CO,2-1,LSB,19.9541,181.5571,250MHzx8192
both,20200809,35,1,16293-2422,CO,2-1,USB,19.4704,198.3841,250MHzx8192
both,20200809,36,1,16293-2422,CO,2-1,LSB,20.1585,192.6117,250MHzx8192
both,20200809,36,2,16293-2422,CO,2-1,LSB,18.6006,191.6636,1000MHzx2048
both,20200809,39,1,16293-2422,CO,2-1,USB,22.9883,201.9755,250MHzx8192
both,20200810,19,1,16293-2422,CO,2-1,LSB,14.8081,215.2362,250MHzx8192
both,20200810,21,1,16293-2422,CS,5-4,LSB,5.56555,248.6493,250MHzx8192
both,20200810,21,2,16293-2422,CS,5-4,LSB,4.95948,249.5551,1000MHzx2048
both,20200810,22,1,16293-2422,CS,5-4,USB,4.76187,229.1419,250MHzx8192
both,20200810,22,2,16293-2422,CS,5-4,USB,4.30699,231.7243,1000MHzx2048
both,20200810,29,1,G34.3,CS,5-4,LSB,14.4336,183.2986,250MHzx8192
both,20200810,29,2,G34.3,CS,5-4,LSB,14.2983,185.5575,1000MHzx2048
both,20200810,30,1,G34.3,CS,5-4,USB,15.1184,183.5863,250MHzx8192
both,20200810,30,2,G34.3,CS,5-4,USB,14.8882,184.8413,1000MHzx2048
both,20200810,68,1,W75N,CS,5-4,LSB,11.5492,152.973,250MHzx8192
both,20200810,68,2,W75N,CS,5-4,LSB,11.2804,154.5006,1000MHzx2048
both,20200810,69,1,W75N,CS,5-4,USB,11.953,158.5077,250MHzx8192
both,20200810,69,2,W75N,CS,5-4,USB,11.5471,159.9499,1000MHzx2048
both,20200810,73,1,MOON,CO,2-1,LSB,2.67378,193.7908,1000MHzx2048
both,20200810,73,2,MOON,CO,2-1,LSB,3.51796,193.4081,1000MHzx2048
both,20200810,74,1,MOON,CO,2-1,LSB,102.34700000000000,*,1000MHzx2048
both,20200810,74,2,MOON,CO,2-1,LSB,101.197,*,1000MHzx2048
both,20200811,12,1,16293-2422,CO,2-1,LSB,18.0492,144.775,250MHzx8192
both,20200811,19,1,16293-2422,CS,5-4,LSB,8.71043,151.2074,250MHzx8192
both,20200811,19,2,16293-2422,CS,5-4,LSB,8.275040000000000,151.63,1000MHzx2048
both,20200811,20,1,16293-2422,CS,5-4,USB,8.902440000000000,153.6847,250MHzx8192
both,20200811,20,2,16293-2422,CS,5-4,USB,8.5299,155.7071,1000MHzx2048
both,20200811,28,1,G34.3,CO,2-1,LSB,23.5165,120.1863,250MHzx8192
both,20200811,28,2,G34.3,CO,2-1,LSB,24.2295,123.1595,1000MHzx2048
both,20200811,35,1,G34.3,CS,5-4,LSB,14.6459,125.2463,250MHzx8192
both,20200811,35,2,G34.3,CS,5-4,LSB,14.4245,126.2213,1000MHzx2048
both,20200811,36,1,G34.3,CS,5-4,USB,15.45,130.4931,250MHzx8192
both,20200811,36,2,G34.3,CS,5-4,USB,15.1324,131.7141,1000MHzx2048
both,20200811,42,1,W75N,CO,2-1,LSB,29.434,121.4918,250MHzx8192
both,20200811,42,2,W75N,CO,2-1,LSB,29.6088,123.3029,1000MHzx2048
both,20200811,49,1,W75N,CS,5-4,LSB,11.3291,125.0637,250MHzx8192
both,20200811,49,2,W75N,CS,5-4,LSB,11.1168,126.8175,1000MHzx2048
both,20200811,50,1,W75N,CS,5-4,USB,11.6464,131.7707,250MHzx8192
both,20200811,50,2,W75N,CS,5-4,USB,11.2755,131.6237,1000MHzx2048
both,20200811,57,1,N2071IR,CO,2-1,LSB,32.4223,111.3153,250MHzx8192
both,20200811,57,2,N2071IR,CO,2-1,LSB,32.6659,113.5334,1000MHzx2048
both,20200811,62,1,N2071IR,CS,5-4,LSB,8.5577,119.8234,250MHzx8192
both,20200811,62,2,N2071IR,CS,5-4,LSB,8.31204,121.5455,1000MHzx2048
both,20200811,63,1,N2071IR,CS,5-4,USB,9.0671,126.931,250MHzx8192
both,20200811,63,2,N2071IR,CS,5-4,USB,8.63124,127.65,1000MHzx2048
both,20200811,71,2,OMC1,CO,2-1,LSB,87.7701,116.9682,1000MHzx2048
both,20200813,47,1,CRL2688,CO,2-1,LSB,7.17245,107.499,250MHzx8192
both,20200813,47,2,CRL2688,CO,2-1,LSB,7.019610000000000,109.6207,1000MHzx2048
both,20200813,48,1,J2057+1707,CO,2-1,LSB,0.06799580000000000,110.6666,1000MHzx2048
both,20200813,49,1,J2057+1707,CO,2-1,LSB,0.0644759,111.7008,1000MHzx2048
both,20200813,52,1,J2057+1707,CO,2-1,LSB,0.0666576,113.6636,1000MHzx2048
both,20200813,53,1,J2057+1707,CO,2-1,LSB,0.0717747,114.5573,1000MHzx2048
both,20200813,54,1,J2057+1707,CO,2-1,LSB,0.065089,115.2776,1000MHzx2048
both,20200813,55,1,J2057+1707,CO,2-1,LSB,0.0590875,118.2343,1000MHzx2048
both,20200813,58,1,J2057+1707,CO,2-1,LSB,0.0618283,125.3945,1000MHzx2048
both,20200813,59,1,J2057+1707,CO,2-1,LSB,0.10972800000000000,134.2133,1000MHzx2048
both,20200813,61,1,CRL618,CO,2-1,LSB,4.23278,126.9406,250MHzx8192
both,20200813,61,2,CRL618,CO,2-1,LSB,4.17211,128.5908,1000MHzx2048
both,20200814,52,1,W75N,CS,5-4,LSB,10.8909,139.3904,250MHzx8192
both,20200814,52,2,W75N,CS,5-4,LSB,10.7566,141.1433,1000MHzx2048
both,20200814,53,1,W75N,CS,5-4,USB,11.2547,147.5679,250MHzx8192
both,20200814,53,2,W75N,CS,5-4,USB,11.0267,148.1599,1000MHzx2048
both,20200814,57,1,W75N,CO,2-1,LSB,28.3631,133.8818,250MHzx8192
both,20200814,57,2,W75N,CO,2-1,LSB,28.8635,135.6463,1000MHzx2048
both,20200814,60,1,J2057+1707,CO,2-1,LSB,0.07354,140.0719,1000MHzx2048
both,20200814,61,1,J2057+1707,CO,2-1,LSB,0.0717658,145.0584,1000MHzx2048
both,20200814,62,1,J2057+1707,CO,2-1,LSB,0.0679249,151.5514,1000MHzx2048
both,20200814,63,1,J2057+1707,CO,2-1,LSB,0.085917,154.1326,1000MHzx2048
both,20200814,67,1,CRL618,CO,2-1,LSB,4.19918,137.9891,250MHzx8192
both,20200814,67,2,CRL618,CO,2-1,LSB,4.1138700000000000,139.6248,1000MHzx2048
both,20200814,70,1,OMC1,CO,2-1,LSB,88.2908,173.4599,250MHzx8192
both,20200814,70,2,OMC1,CO,2-1,LSB,88.5233,174.5296,1000MHzx2048
both,20200814,77,1,N2071IR,CO,2-1,LSB,32.6475,147.7649,250MHzx8192
both,20200814,77,2,N2071IR,CO,2-1,LSB,32.7867,150.0543,1000MHzx2048
both,20200814,90,1,N2071IR,CS,5-4,LSB,9.069290000000000,139.5857,250MHzx8192
both,20200814,90,2,N2071IR,CS,5-4,LSB,8.75147,141.4687,1000MHzx2048
both,20200814,91,1,N2071IR,CS,5-4,USB,9.263070000000000,143.3721,250MHzx8192
both,20200814,91,2,N2071IR,CS,5-4,USB,8.84227,144.6537,1000MHzx2048
both,20200815,45,1,W75N,CS,5-4,LSB,11.5429,208.8676,250MHzx8192
both,20200815,45,2,W75N,CS,5-4,LSB,11.2146,209.938,1000MHzx2048
both,20200815,46,1,W75N,CS,5-4,USB,12.1134,222.5663,250MHzx8192
both,20200815,46,2,W75N,CS,5-4,USB,11.7224,225.4794,1000MHzx2048
both,20200815,76,1,N2071IR,CS,5-4,LSB,8.90214,199.6763,250MHzx8192
both,20200815,76,2,N2071IR,CS,5-4,LSB,8.63407,200.2983,1000MHzx2048
both,20200815,79,1,N2071IR,CS,5-4,USB,9.30919,199.9157,250MHzx8192
both,20200815,79,2,N2071IR,CS,5-4,USB,8.69851,201.5731,1000MHzx2048
both,20200815,81,1,N2071IR,CO,2-1,LSB,32.5459,178.8446,250MHzx8192
both,20200815,81,2,N2071IR,CO,2-1,LSB,32.4318,178.9806,1000MHzx2048
both,20200815,89,1,OMC1,CO,2-1,LSB,87.1419,162.391,250MHzx8192
both,20200815,89,2,OMC1,CO,2-1,LSB,87.83200000000000,164.1392,1000MHzx2048
both,20200816,8,1,G34.3,CO,2-1,LSB,22.2922,181.1618,250MHzx8192
both,20200816,8,2,G34.3,CO,2-1,LSB,23.0616,181.8594,1000MHzx2048
both,20200816,11,1,HAE1735,CO,2-1,LSB,0.0388805,157.1412,1000MHzx2048
both,20200816,12,1,HAE1735,CO,2-1,LSB,0.05253580000000000,154.3375,1000MHzx2048
both,20200816,13,1,HAE1735,CO,2-1,LSB,0.0391897,150.2501,1000MHzx2048
both,20200816,16,1,HAE1557,CO,2-1,LSB,0.0534229,126.4057,1000MHzx2048
both,20200816,17,1,HAE1557,CO,2-1,LSB,0.0396724,129.5115,1000MHzx2048
both,20200816,18,1,HAE1557,CO,2-1,LSB,0.032179200000000000,130.2636,1000MHzx2048
both,20200816,19,1,G34.3,CO,2-1,LSB,22.0969,129.6031,250MHzx8192
both,20200816,19,2,G34.3,CO,2-1,LSB,22.9876,131.9603,1000MHzx2048
both,20200816,21,1,HAE1557,CO,2-1,LSB,0.050105200000000000,136.622,1000MHzx2048
both,20200816,22,1,HAE1557,CO,2-1,LSB,0.0407027,141.6565,1000MHzx2048
both,20200816,23,1,HAE1557,CO,2-1,LSB,0.043743800000000000,150.6507,1000MHzx2048
both,20200816,26,1,HAE1735,CO,2-1,LSB,0.045597400000000000,148.6716,1000MHzx2048
both,20200816,27,1,HAE1735,CO,2-1,LSB,0.058228700000000000,149.2787,1000MHzx2048
both,20200816,28,1,HAE1735,CO,2-1,LSB,0.0705438,156.2017,1000MHzx2048
both,20200816,30,1,HAE1735,CO,2-1,LSB,0.06935980000000000,165.2001,1000MHzx2048
both,20200816,31,1,HAE1735,CO,2-1,LSB,0.0503115,180.1559,1000MHzx2048
both,20200816,32,1,HAE1735,CO,2-1,LSB,0.0583595,187.3949,1000MHzx2048
both,20200816,34,1,W75N,CO,2-1,LSB,30.4439,140.1864,250MHzx8192
both,20200816,34,2,W75N,CO,2-1,LSB,30.1968,141.4622,1000MHzx2048
both,20200816,53,1,W75N,CO,2-1,LSB,29.2576,154.7743,250MHzx8192
both,20200816,53,2,W75N,CO,2-1,LSB,29.7954,156.8067,1000MHzx2048
both,20200817,6,1,G34.3,CO,2-1,LSB,22.3084,191.4706,250MHzx8192
both,20200817,6,2,G34.3,CO,2-1,LSB,22.9391,193.2578,1000MHzx2048
both,20200817,9,1,HAE1735,CO,2-1,LSB,0.045157500000000000,165.9732,1000MHzx2048
both,20200817,10,1,HAE1735,CO,2-1,LSB,0.07742130000000000,157.6227,1000MHzx2048
both,20200817,11,1,HAE1735,CO,2-1,LSB,0.052076600000000000,154.8888,1000MHzx2048
both,20200817,13,1,HAE1735,CO,2-1,LSB,0.060945400000000000,152.8195,1000MHzx2048
both,20200817,14,1,HAE1735,CO,2-1,LSB,0.0430015,148.957,1000MHzx2048
both,20200817,15,1,HAE1735,CO,2-1,LSB,0.0388026,147.1789,1000MHzx2048
both,20200817,18,1,HAE1557,CO,2-1,LSB,0.0415149,140.9018,1000MHzx2048
both,20200817,19,1,HAE1557,CO,2-1,LSB,0.041194700000000000,145.0845,1000MHzx2048
both,20200817,20,1,HAE1557,CO,2-1,LSB,0.0381732,149.8461,1000MHzx2048
both,20200817,21,1,G34.3,CO,2-1,LSB,21.4499,129.4172,250MHzx8192
both,20200817,21,2,G34.3,CO,2-1,LSB,22.4231,131.338,1000MHzx2048
both,20200817,23,1,HAE1624,CO,2-1,LSB,0.0437535,152.6146,1000MHzx2048
both,20200817,24,1,HAE1624,CO,2-1,LSB,0.0431993,159.8912,1000MHzx2048
both,20200817,25,1,HAE1624,CO,2-1,LSB,0.0436705,169.4374,1000MHzx2048
both,20200817,28,1,HAE1735,CO,2-1,LSB,0.0901029,156.2562,1000MHzx2048
both,20200817,29,1,HAE1735,CO,2-1,LSB,0.0466661,158.4896,1000MHzx2048
both,20200817,30,1,HAE1735,CO,2-1,LSB,0.0558139,162.7437,1000MHzx2048
both,20200817,31,1,G34.3,CO,2-1,LSB,20.4476,142.0776,250MHzx8192
both,20200817,31,2,G34.3,CO,2-1,LSB,21.5474,144.2638,1000MHzx2048
p0,20200825,9,2,16293-2422,H-13-CN,3-2,USB,0.6049360000000000,144.0299,1000MHzx2048
p0,20200825,10,2,16293-2422,NoLine,NoLine,LSB,0.4,140.5926,1000MHzx2048
p0,20200825,13,2,G34.3,NoLine,NoLine,LSB,3.08,136.9039,1000MHzx2048
p0,20200825,14,2,G34.3,H-13-CN,3-2,USB,3.9521600000000000,137.8779,1000MHzx2048
p0,20200825,16,2,NGC6334I,NoLine,NoLine,LSB,3.91,162.44300000000000,1000MHzx2048
p0,20200825,17,2,NGC6334I,H-13-CN,3-2,USB,4.30966,161.9168,1000MHzx2048
p0,20200825,20,2,CRL2688,NoLine,NoLine,LSB,2.2095700000000000,151.1533,1000MHzx2048
p0,20200825,21,2,CRL2688,H-13-CN,3-2,USB,2.74484,151.4977,1000MHzx2048
p0,20200825,22,2,W75N,NoLine,NoLine,LSB,2.12,143.0021,1000MHzx2048
p0,20200825,23,2,W75N,H-13-CN,3-2,USB,2.6639,140.3643,1000MHzx2048
p1,20200825,9,2,16293-2422,H-13-CN,3-2,USB,0.672908,146.0759,1000MHzx2048
p1,20200825,10,2,16293-2422,NoLine,NoLine,LSB,0.473,136.9716,1000MHzx2048
p1,20200825,13,2,G34.3,NoLine,NoLine,LSB,3.7037400000000000,133.6731,1000MHzx2048
p1,20200825,14,2,G34.3,H-13-CN,3-2,USB,4.27612,140.246,1000MHzx2048
p1,20200825,16,2,NGC6334I,NoLine,NoLine,LSB,4.43,158.4794,1000MHzx2048
p1,20200825,17,2,NGC6334I,H-13-CN,3-2,USB,4.387980000000000,164.5939,1000MHzx2048
p1,20200825,20,2,CRL2688,NoLine,NoLine,LSB,2.44719,147.4111,1000MHzx2048
p1,20200825,21,2,CRL2688,H-13-CN,3-2,USB,2.82253,154.384,1000MHzx2048
p1,20200825,22,2,W75N,NoLine,NoLine,LSB,2.42,139.4387,1000MHzx2048
p1,20200825,23,2,W75N,H-13-CN,3-2,USB,2.65002,144.197,1000MHzx2048
both,20200825,9,2,16293-2422,H-13-CN,3-2,USB,0.638353,145.0444,1000MHzx2048
both,20200825,10,2,16293-2422,NoLine,NoLine,LSB,0.43200000000000000,138.748,1000MHzx2048
both,20200825,13,2,G34.3,NoLine,NoLine,LSB,3.3992400000000000,135.2604,1000MHzx2048
both,20200825,14,2,G34.3,H-13-CN,3-2,USB,4.11259,139.047,1000MHzx2048
both,20200825,16,2,NGC6334I,NoLine,NoLine,LSB,4.18,160.4245,1000MHzx2048
both,20200825,17,2,NGC6334I,H-13-CN,3-2,USB,4.34514,163.2386,1000MHzx2048
both,20200825,20,2,CRL2688,NoLine,NoLine,LSB,2.33113,149.2447,1000MHzx2048
both,20200825,21,2,CRL2688,H-13-CN,3-2,USB,2.77794,152.9197,1000MHzx2048
both,20200825,22,2,W75N,NoLine,NoLine,LSB,2.28,141.1868,1000MHzx2048
both,20200825,23,2,W75N,H-13-CN,3-2,USB,2.65846,142.2425,1000MHzx2048
