project	utdate	obsnum	object	obs_type	file_id	msbtitle	obs_sb	subsysnr	subbands	lofreqs	restfreq	molecule	transiti
M20BP070	20200817	13	HAE1735	science	a20200817_00013_01_0001.sdf	Beam-switch stare HAE1735	LSB	1	1000MHzx2048	226.1005681323	230.538	CO	2 - 1
M20BP070	20200817	14	HAE1735	science	a20200817_00014_01_0001.sdf	Beam-switch stare HAE1735	LSB	1	1000MHzx2048	226.1005539653	230.538	CO	2 - 1
M20BP070	20200817	15	HAE1735	science	a20200817_00015_01_0001.sdf	Beam-switch stare HAE1735	LSB	1	1000MHzx2048	226.100535749	230.538	CO	2 - 1
M20BP070	20200817	18	HAE1557	science	a20200817_00018_01_0001.sdf	Beam-switch stare HAE1557	LSB	1	1000MHzx2048	229.1848254391	230.538	CO	2 - 1
M20BP070	20200817	19	HAE1557	science	a20200817_00019_01_0001.sdf	Beam-switch stare HAE1557	LSB	1	1000MHzx2048	229.1848044981	230.538	CO	2 - 1
M20BP070	20200817	20	HAE1557	science	a20200817_00020_01_0001.sdf	Beam-switch stare HAE1557	LSB	1	1000MHzx2048	229.1847846807	230.538	CO	2 - 1
JCMTCAL	20200817	21	G34.3	science	a20200817_00021_01_0001.sdf	G34.3 CO(2-1) 230.5380 (1X)_done_20200816T172654	LSB	1	250MHzx8192	236.4931238149	230.538	CO	2 - 1
JCMTCAL	20200817	21	G34.3	science	a20200817_00021_02_0001.sdf	G34.3 CO(2-1) 230.5380 (1X)_done_20200816T172654	LSB	2	1000MHzx2048	236.4931238149	230.538	CO	2 - 1
M20BP070	20200817	23	HAE1624	science	a20200817_00023_01_0001.sdf	Beam-switch stare HAE1624	LSB	1	1000MHzx2048	229.5107147656	230.538	CO	2 - 1
M20BP070	20200817	24	HAE1624	science	a20200817_00024_01_0001.sdf	Beam-switch stare HAE1624	LSB	1	1000MHzx2048	229.5106940057	230.538	CO	2 - 1
M20BP070	20200817	25	HAE1624	science	a20200817_00025_01_0001.sdf	Beam-switch stare HAE1624	LSB	1	1000MHzx2048	229.510674869	230.538	CO	2 - 1
M20BP070	20200817	28	HAE1735	science	a20200817_00028_01_0001.sdf	Beam-switch stare HAE1735	LSB	1	1000MHzx2048	226.1004178852	230.538	CO	2 - 1
M20BP070	20200817	29	HAE1735	science	a20200817_00029_01_0001.sdf	Beam-switch stare HAE1735	LSB	1	1000MHzx2048	226.100406825	230.538	CO	2 - 1
M20BP070	20200817	30	HAE1735	science	a20200817_00030_01_0001.sdf	Beam-switch stare HAE1735	LSB	1	1000MHzx2048	226.100396871	230.538	CO	2 - 1
JCMTCAL	20200817	31	G34.3	science	a20200817_00031_01_0001.sdf	G34.3 CO(2-1) 230.5380 (1X)_done_20200816T202354	LSB	1	250MHzx8192	236.4929009249	230.538	CO	2 - 1
JCMTCAL	20200817	31	G34.3	science	a20200817_00031_02_0001.sdf	G34.3 CO(2-1) 230.5380 (1X)_done_20200816T202354	LSB	2	1000MHzx2048	236.4929009249	230.538	CO	2 - 1
